Job_Category,Experience_Level,Job_Completed,Earnings_USD,Hourly_Rate,project complexity
0,1.0,55,4391,43.61,5.0
6,0.0,64,1255,15.11,2.0
3,1.0,64,439,16.33,1.0
4,0.0,50,2401,24.65,1.0
0,1.0,77,5476,95.12,5.0
1,0.0,30,1427,32.87,3.0
3,0.0,78,1124,13.09,3.0
6,2.0,185,4979,77.85,2.0
0,2.0,266,9549,76.06,3.0
6,2.0,256,9111,81.83,3.0
1,0.0,38,657,33.02,1.0
5,1.0,137,2183,56.2,2.0
7,2.0,115,8824,131.08,3.0
2,1.0,56,2341,16.1,3.0
7,1.0,54,5006,38.04,3.0
1,1.0,170,1365,45.37,2.0
3,2.0,131,2260,27.86,3.0
0,2.0,266,18594,70.85,3.0
1,1.0,89,1542,16.52,2.0
2,2.0,204,2007,26.57,1.0
7,1.0,75,4872,42.64,3.0
1,2.0,271,3391,36.66,3.0
0,1.0,78,5218,93.61,4.0
6,0.0,47,1179,15.33,3.0
4,2.0,159,9272,88.41,3.0
2,0.0,46,1399,19.78,2.0
2,0.0,50,309,18.37,2.0
4,0.0,55,2758,25.35,1.0
1,1.0,144,3813,36.47,3.0
3,2.0,176,5715,26.5,1.0
3,0.0,11,1320,8.59,2.0
6,2.0,287,6135,89.63,1.0
2,0.0,24,449,7.37,1.0
6,2.0,240,4362,76.75,1.0
3,1.0,132,1812,8.44,1.0
0,1.0,121,4835,68.55,3.0
1,1.0,146,1618,25.44,1.0
5,2.0,140,3559,40.62,2.0
6,0.0,10,1553,28.53,2.0
5,2.0,119,6395,70.79,2.0
0,0.0,22,4253,45.65,5.0
2,2.0,131,3336,14.38,3.0
0,0.0,33,2101,39.14,3.0
2,2.0,271,1642,33.06,1.0
3,0.0,39,221,4.67,3.0
5,0.0,10,882,39.47,2.0
2,0.0,39,256,14.27,2.0
6,2.0,201,6070,51.18,2.0
3,1.0,92,859,12.43,1.0
0,1.0,178,6776,43.66,4.0
0,0.0,44,2019,32.91,4.0
0,1.0,144,4306,97.51,5.0
2,1.0,157,1565,26.87,1.0
0,1.0,86,4985,54.53,4.0
7,2.0,178,10494,98.49,4.0
5,0.0,51,2334,43.27,3.0
6,0.0,21,1246,38.53,3.0
3,1.0,110,1335,10.93,1.0
4,0.0,23,1603,28.73,3.0
5,0.0,17,1862,51.19,1.0
4,0.0,25,1656,28.56,3.0
4,2.0,133,9943,79.74,2.0
0,1.0,79,5485,76.1,5.0
7,0.0,73,1847,28.87,5.0
3,1.0,60,2533,8.01,2.0
0,1.0,122,8266,73.2,5.0
5,0.0,55,2714,23.39,1.0
4,0.0,42,2480,30.9,1.0
0,0.0,75,5165,69.95,3.0
4,0.0,59,2067,34.29,2.0
6,1.0,75,1036,43.51,1.0
1,1.0,139,3505,11.13,1.0
2,1.0,173,2202,24.06,1.0
3,0.0,27,1407,4.16,2.0
3,1.0,96,2107,7.86,2.0
6,0.0,46,1077,40.99,3.0
0,1.0,99,6655,73.65,2.0
3,0.0,11,668,7.07,3.0
5,1.0,170,2020,67.53,3.0
1,1.0,54,2645,20.44,1.0
4,0.0,22,1962,24.51,2.0
2,2.0,163,3814,24.28,1.0
0,2.0,246,14338,139.31,4.0
3,0.0,31,698,10.48,3.0
5,2.0,169,9208,93.75,3.0
4,0.0,39,2259,26.8,2.0
0,2.0,221,10178,143.07,4.0
0,0.0,73,1416,68.8,3.0
7,0.0,60,3951,59.57,4.0
0,1.0,113,7176,59.25,3.0
3,0.0,55,705,6.13,2.0
1,0.0,24,714,18.53,3.0
7,1.0,108,3900,54.99,2.0
0,2.0,206,15511,93.71,3.0
4,1.0,56,1170,34.88,3.0
1,2.0,173,7526,57.21,2.0
6,0.0,16,828,33.55,1.0
5,2.0,125,9436,94.04,3.0
0,0.0,61,3716,50.82,3.0
0,2.0,281,9013,83.16,4.0
5,2.0,200,7623,110.79,3.0
3,0.0,52,1585,8.27,3.0
1,2.0,260,7424,21.26,3.0
2,2.0,186,5496,21.79,3.0
5,2.0,188,7109,80.37,3.0
2,0.0,35,1141,6.04,3.0
2,0.0,71,1146,19.26,3.0
5,0.0,10,1439,24.41,2.0
0,1.0,135,5377,64.18,3.0
7,1.0,172,7883,44.3,5.0
5,0.0,50,2089,38.57,1.0
6,0.0,76,2446,38.06,3.0
4,0.0,68,2981,19.91,2.0
4,1.0,161,5036,26.49,2.0
6,0.0,39,572,20.68,1.0
4,1.0,77,3660,39.26,2.0
4,2.0,114,6016,59.7,2.0
0,2.0,170,13670,63.12,3.0
6,1.0,74,1835,54.69,1.0
0,0.0,44,3193,57.6,3.0
1,1.0,97,968,13.47,1.0
7,2.0,218,10745,100.83,2.0
0,2.0,193,10405,65.43,3.0
0,2.0,150,7227,77.67,3.0
0,1.0,175,4978,86.5,5.0
2,1.0,88,1013,15.21,2.0
1,0.0,36,1799,22.01,1.0
0,1.0,93,5070,68.32,3.0
5,1.0,87,4168,60.48,3.0
4,1.0,72,3586,28.28,2.0
5,1.0,152,1811,71.75,3.0
0,0.0,54,3788,66.91,3.0
2,1.0,74,1585,20.32,1.0
3,2.0,169,5384,18.79,3.0
4,0.0,15,628,39.36,1.0
5,1.0,179,5836,47.72,3.0
0,2.0,294,18109,136.46,2.0
1,1.0,96,1779,14.92,2.0
5,0.0,52,1358,36.89,1.0
7,2.0,204,8838,58.48,3.0
2,0.0,64,375,19.17,2.0
0,1.0,100,4274,89.61,4.0
5,1.0,167,3949,41.42,3.0
0,1.0,59,4369,51.39,3.0
5,0.0,5,1368,47.49,3.0
5,0.0,27,2855,20.71,1.0
4,1.0,85,4232,22.37,3.0
1,0.0,66,532,28.57,1.0
3,2.0,117,2283,7.67,2.0
6,1.0,169,4363,38.68,3.0
0,0.0,7,3263,54.64,3.0
5,2.0,104,6779,75.95,1.0
5,2.0,148,9164,59.59,2.0
7,1.0,90,6330,41.57,3.0
7,0.0,57,2400,21.74,2.0
0,1.0,161,5270,60.48,3.0
3,2.0,127,4388,12.33,3.0
3,1.0,69,1987,13.11,3.0
3,1.0,170,2794,6.17,2.0
6,1.0,92,2532,33.47,3.0
4,2.0,238,3579,80.57,2.0
3,1.0,111,935,19.92,2.0
6,0.0,24,390,22.36,1.0
5,1.0,93,5405,74.1,3.0
5,0.0,20,777,37.61,3.0
1,0.0,62,279,19.53,3.0
2,0.0,43,427,18.26,1.0
6,0.0,7,1200,13.62,1.0
7,0.0,10,1640,31.76,5.0
4,1.0,123,3179,50.59,2.0
7,1.0,58,4183,89.18,3.0
7,0.0,53,1920,36.8,4.0
1,0.0,70,1119,26.06,1.0
1,1.0,90,3258,42.85,2.0
1,2.0,245,6899,22.97,1.0
3,1.0,85,814,16.44,2.0
3,1.0,56,2091,14.48,2.0
0,1.0,98,5888,64.21,3.0
2,1.0,135,1381,10.22,1.0
2,0.0,32,688,17.63,2.0
1,0.0,20,464,15.27,3.0
7,1.0,179,3628,48.29,3.0
6,2.0,157,6631,73.86,2.0
6,2.0,291,8068,26.59,2.0
0,2.0,264,6705,136.5,5.0
0,2.0,271,9864,72.96,2.0
7,2.0,206,10929,105.55,4.0
3,2.0,170,1533,9.84,3.0
4,0.0,62,2114,26.6,2.0
1,2.0,165,4871,66.02,3.0
7,1.0,99,3071,35.2,2.0
7,0.0,68,2764,39.23,4.0
5,1.0,149,2836,25.74,1.0
0,0.0,63,3304,54.04,3.0
3,0.0,73,1392,11.91,3.0
4,0.0,74,2170,25.98,3.0
4,0.0,56,1160,25.45,3.0
4,1.0,55,3884,44.18,3.0
7,0.0,32,3300,32.1,3.0
1,2.0,159,4900,37.01,3.0
6,0.0,24,2331,15.55,1.0
0,1.0,133,3196,53.06,3.0
7,2.0,260,5997,51.68,5.0
4,0.0,50,1582,45.98,1.0
6,1.0,166,974,15.27,1.0
0,0.0,28,2990,30.42,2.0
2,0.0,44,1538,10.39,2.0
0,2.0,116,7032,146.47,4.0
0,1.0,69,6710,81.74,5.0
5,1.0,139,4869,69.99,1.0
5,1.0,127,2997,66.64,1.0
5,0.0,54,2134,49.92,1.0
4,0.0,36,1765,22.83,1.0
7,1.0,78,2765,85.28,4.0
5,1.0,102,5313,57.59,1.0
4,2.0,208,2969,53.08,2.0
7,1.0,161,6870,47.19,4.0
4,0.0,40,2621,33.66,2.0
4,2.0,131,3693,103.05,2.0
3,2.0,174,2904,23.58,2.0
5,0.0,47,1155,38.71,2.0
0,0.0,43,2808,38.66,4.0
4,2.0,226,6911,71.8,1.0
7,0.0,12,3368,33.22,4.0
1,2.0,245,4313,24.87,1.0
5,0.0,30,1943,21.58,2.0
1,1.0,151,1766,31.13,1.0
0,0.0,44,1891,41.04,2.0
1,2.0,186,1443,63.23,3.0
4,0.0,16,2517,21.14,2.0
1,1.0,90,2173,29.5,3.0
1,1.0,51,1111,15.84,2.0
4,0.0,34,821,38.74,2.0
2,0.0,43,431,6.95,1.0
0,2.0,145,12043,65.44,4.0
2,0.0,78,1126,13.06,1.0
5,0.0,20,1816,51.52,2.0
6,2.0,113,2142,48.53,1.0
4,1.0,109,2290,54.32,3.0
2,0.0,42,1404,7.45,1.0
3,2.0,184,1593,26.2,3.0
0,1.0,81,7472,49.17,5.0
7,1.0,160,5372,42.42,3.0
4,1.0,122,5704,29.79,1.0
7,2.0,154,7297,92.14,5.0
3,1.0,135,2217,16.57,2.0
4,2.0,269,8870,42.74,2.0
4,1.0,97,3977,52.42,3.0
7,1.0,178,3522,48.01,3.0
6,2.0,119,4949,50.89,2.0
3,1.0,54,1940,9.14,1.0
1,2.0,263,8241,49.82,1.0
1,1.0,95,3239,22.71,1.0
4,2.0,113,5690,75.38,1.0
5,1.0,118,2828,45.06,3.0
2,1.0,159,684,21.34,1.0
0,0.0,11,3040,52.34,3.0
2,2.0,194,1445,28.44,1.0
3,0.0,26,737,5.29,3.0
2,0.0,44,529,20.95,1.0
3,2.0,228,4463,16.15,1.0
0,2.0,255,7623,148.31,5.0
6,1.0,103,2237,52.24,1.0
5,2.0,225,11815,55.17,1.0
5,1.0,135,2203,67.49,2.0
4,1.0,66,4381,43.58,2.0
0,0.0,7,3385,56.36,4.0
0,2.0,105,10139,138.41,5.0
3,0.0,6,238,9.91,2.0
2,0.0,17,931,8.55,1.0
1,0.0,47,1131,30.21,3.0
3,0.0,42,1041,13.35,2.0
7,1.0,135,3399,72.74,3.0
7,1.0,132,5572,48.53,3.0
3,2.0,273,3477,16.97,3.0
7,2.0,134,13846,91.67,4.0
4,1.0,161,4881,37.86,1.0
1,0.0,14,435,27.22,3.0
1,0.0,46,974,23.86,1.0
0,0.0,60,1951,39.41,4.0
7,1.0,138,4373,43.67,5.0
5,2.0,267,10993,95.9,2.0
4,0.0,14,2411,41.98,1.0
5,0.0,46,2797,39.83,2.0
1,2.0,279,3335,19.71,1.0
1,1.0,102,1828,35.52,2.0
6,0.0,22,477,15.21,3.0
4,0.0,29,1416,42.92,2.0
5,0.0,47,753,39.38,2.0
0,0.0,60,2005,49.69,3.0
3,1.0,77,2847,7.11,3.0
0,2.0,216,12599,105.64,5.0
0,2.0,280,10748,99.31,4.0
6,1.0,160,2885,39.14,3.0
0,2.0,201,12409,133.36,3.0
0,0.0,41,2321,42.32,2.0
2,1.0,171,571,25.3,1.0
0,0.0,37,3463,32.45,5.0
0,1.0,100,7312,68.14,5.0
1,2.0,197,4752,32.89,1.0
7,1.0,162,6085,81.32,2.0
2,0.0,48,278,9.4,2.0
4,1.0,169,4269,27.32,3.0
7,0.0,67,2813,62.0,2.0
1,2.0,209,1851,71.88,1.0
3,0.0,75,1121,5.26,3.0
1,1.0,97,2322,46.78,3.0
1,2.0,135,5184,69.21,2.0
2,1.0,173,1971,26.05,2.0
4,0.0,41,814,47.31,3.0
0,2.0,191,7374,127.55,5.0
2,2.0,111,2693,21.67,2.0
7,1.0,152,5558,61.54,3.0
7,1.0,58,3697,35.49,3.0
3,1.0,179,2879,18.09,3.0
7,0.0,44,1004,41.75,3.0
6,1.0,85,4136,38.2,3.0
6,2.0,223,10440,57.15,3.0
7,2.0,124,9997,112.28,3.0
3,2.0,198,872,16.7,3.0
7,0.0,34,2116,62.04,4.0
6,0.0,38,1173,13.92,2.0
0,0.0,34,2030,64.56,2.0
3,1.0,173,1287,11.41,3.0
5,2.0,197,4001,67.34,2.0
0,1.0,147,8912,51.9,5.0
6,0.0,15,2475,13.51,1.0
2,0.0,33,859,8.77,2.0
1,0.0,22,1596,26.92,2.0
1,1.0,164,2639,16.54,3.0
4,1.0,83,937,42.47,3.0
5,2.0,204,9785,81.61,1.0
5,0.0,41,2119,31.32,3.0
4,1.0,178,5083,33.59,3.0
3,2.0,132,2025,25.04,3.0
6,2.0,249,9541,84.59,3.0
1,0.0,31,806,16.71,2.0
4,1.0,51,5364,43.82,1.0
3,2.0,225,4884,10.49,1.0
4,2.0,241,4881,85.23,1.0
4,2.0,181,3297,82.31,2.0
2,2.0,197,3287,26.21,1.0
3,0.0,27,172,12.81,3.0
7,2.0,251,11259,85.68,3.0
1,2.0,208,6072,60.29,1.0
3,1.0,122,2686,17.46,3.0
2,2.0,153,2753,42.25,1.0
7,1.0,178,3387,36.21,3.0
2,0.0,71,809,14.95,1.0
1,1.0,125,2299,43.3,2.0
0,0.0,52,3086,42.08,3.0
6,2.0,188,6714,31.07,1.0
0,1.0,162,3174,47.28,3.0
0,2.0,160,17208,150.0,3.0
4,2.0,239,5367,43.12,1.0
4,1.0,166,2036,67.57,2.0
3,0.0,44,477,8.96,3.0
4,2.0,204,5705,78.04,1.0
1,2.0,160,4765,21.91,2.0
6,1.0,54,866,37.3,3.0
7,1.0,178,7421,33.95,5.0
2,1.0,146,3065,24.45,3.0
3,1.0,130,1312,11.29,3.0
2,1.0,115,2729,10.09,2.0
2,2.0,238,2308,35.38,1.0
5,1.0,162,3773,43.8,1.0
3,0.0,55,919,10.27,2.0
5,0.0,34,821,52.22,3.0
7,2.0,164,13259,73.51,4.0
4,2.0,110,3115,65.38,1.0
1,2.0,296,4658,23.52,2.0
2,0.0,35,1420,6.47,1.0
2,1.0,114,2915,22.69,1.0
4,1.0,92,4917,47.98,3.0
3,0.0,32,1490,10.79,2.0
5,0.0,24,1493,36.35,1.0
6,0.0,21,1764,17.33,2.0
7,2.0,204,8451,108.0,2.0
1,2.0,143,2520,51.96,1.0
0,1.0,146,5493,87.26,3.0
6,2.0,179,2020,25.27,2.0
4,2.0,269,7105,59.41,1.0
1,0.0,23,847,31.76,1.0
6,1.0,113,1418,48.01,1.0
0,2.0,123,13590,138.23,3.0
6,2.0,220,3822,28.85,3.0
5,0.0,65,756,35.39,2.0
0,2.0,143,11479,127.14,4.0
5,2.0,272,5156,93.67,2.0
1,0.0,56,546,32.01,1.0
3,2.0,268,2339,24.97,2.0
7,1.0,78,2972,64.53,5.0
5,1.0,104,3484,25.63,2.0
7,2.0,280,14601,130.52,2.0
2,1.0,146,2348,27.47,2.0
2,1.0,155,3261,20.52,3.0
0,2.0,276,7133,123.81,2.0
2,0.0,20,1268,18.3,3.0
3,0.0,69,1356,3.59,3.0
3,1.0,74,2323,5.6,1.0
7,2.0,116,4656,60.39,2.0
0,2.0,249,14477,118.44,3.0
5,0.0,58,1309,42.89,2.0
3,0.0,78,1136,11.41,1.0
1,1.0,74,1774,36.2,2.0
3,0.0,34,788,10.47,2.0
4,0.0,76,2470,20.18,3.0
5,1.0,113,1505,43.85,2.0
1,0.0,13,504,26.85,1.0
1,0.0,32,794,11.21,3.0
4,0.0,63,1507,20.48,2.0
5,2.0,189,5077,87.46,1.0
0,2.0,269,17896,64.64,3.0
3,0.0,33,127,5.59,2.0
6,1.0,78,3043,26.42,2.0
5,0.0,68,2177,23.17,1.0
0,1.0,164,7813,67.85,3.0
4,1.0,125,2283,62.18,1.0
2,2.0,205,4289,20.81,1.0
1,0.0,70,898,34.94,3.0
5,0.0,44,2356,48.19,3.0
5,1.0,174,1783,43.9,3.0
5,1.0,76,4683,26.64,1.0
4,0.0,50,2054,15.33,3.0
6,0.0,63,1329,12.18,1.0
4,0.0,60,1762,33.25,3.0
6,1.0,130,995,53.44,3.0
6,2.0,242,3046,32.63,2.0
5,1.0,167,5123,59.73,2.0
3,1.0,90,727,5.11,2.0
7,0.0,52,2098,58.8,4.0
5,1.0,100,2149,24.7,2.0
5,2.0,214,11038,43.65,1.0
6,0.0,18,161,24.95,1.0
7,2.0,144,6148,114.61,5.0
6,0.0,50,2163,38.89,1.0
5,2.0,261,4664,89.39,1.0
3,2.0,182,5107,25.28,2.0
7,1.0,82,2270,84.13,5.0
1,0.0,66,845,18.81,2.0
7,0.0,38,3227,57.54,5.0
6,1.0,162,3737,44.36,3.0
3,0.0,25,282,6.69,3.0
1,2.0,242,2049,64.8,1.0
1,2.0,252,4128,21.24,3.0
1,2.0,212,5955,71.51,3.0
7,1.0,172,5731,72.39,3.0
6,1.0,167,4093,52.75,2.0
2,0.0,32,711,18.71,1.0
0,0.0,48,1805,41.12,3.0
1,2.0,101,5873,43.79,3.0
3,1.0,156,1427,6.97,2.0
2,0.0,75,1449,19.83,1.0
6,1.0,118,2279,39.03,2.0
4,2.0,255,4671,104.85,2.0
3,0.0,26,100,8.75,2.0
0,1.0,120,8379,53.56,5.0
6,0.0,11,592,20.58,1.0
7,0.0,68,3723,43.62,3.0
4,2.0,267,9281,89.06,3.0
2,0.0,37,822,20.16,2.0
4,1.0,116,3033,36.51,1.0
1,0.0,23,1023,8.41,2.0
4,1.0,70,3187,54.48,1.0
4,1.0,156,4739,62.81,1.0
0,2.0,245,9299,111.36,3.0
6,0.0,5,684,34.26,2.0
7,2.0,284,8625,63.81,5.0
7,2.0,255,15284,95.52,5.0
5,0.0,75,820,34.35,2.0
1,2.0,265,3788,28.69,1.0
2,2.0,145,6019,17.73,3.0
0,1.0,65,6033,78.51,4.0
1,1.0,167,492,49.1,1.0
2,1.0,144,3645,28.0,3.0
5,2.0,140,5995,100.79,1.0
7,2.0,263,6311,125.74,4.0
4,0.0,34,1226,37.86,1.0
4,1.0,159,2841,34.87,2.0
4,0.0,76,2139,19.64,1.0
0,2.0,163,12012,63.16,5.0
1,1.0,56,980,36.67,3.0
3,1.0,132,1642,11.52,1.0
4,1.0,121,3054,39.07,3.0
6,1.0,115,1178,27.91,1.0
2,2.0,186,1699,20.29,1.0
4,1.0,68,2068,67.02,2.0
0,2.0,294,13996,143.63,3.0
3,2.0,264,3281,24.07,3.0
3,0.0,53,658,12.73,3.0
6,2.0,282,7486,44.05,2.0
5,0.0,42,1022,41.14,3.0
1,1.0,153,1420,17.99,1.0
6,1.0,104,1247,25.12,3.0
5,2.0,287,8690,68.55,2.0
3,2.0,129,2677,14.94,2.0
3,1.0,140,1727,6.31,2.0
2,2.0,143,5748,32.93,2.0
5,1.0,136,6392,43.97,3.0
6,0.0,44,908,14.55,1.0
4,2.0,162,7584,103.62,3.0
7,0.0,16,3148,45.88,3.0
6,0.0,19,1481,13.88,1.0
0,1.0,89,5163,58.48,3.0
4,1.0,155,3806,52.8,2.0
3,1.0,158,2327,18.83,1.0
0,0.0,25,2574,49.11,3.0
4,1.0,146,5593,54.44,2.0
4,2.0,110,6209,36.28,2.0
6,0.0,67,1547,25.88,3.0
6,1.0,116,4104,50.17,2.0
7,0.0,36,2157,44.75,3.0
5,1.0,89,3780,28.46,3.0
3,0.0,72,1087,7.99,3.0
7,0.0,48,2146,24.81,5.0
7,1.0,86,6591,81.07,4.0
4,2.0,288,3302,56.57,1.0
7,0.0,13,2428,24.66,2.0
6,2.0,161,4708,32.21,1.0
4,2.0,202,4839,61.25,1.0
3,0.0,69,1408,5.14,1.0
4,0.0,62,1166,37.43,3.0
7,0.0,12,1323,31.36,4.0
1,1.0,149,1829,12.45,1.0
5,1.0,148,3421,74.0,1.0
7,1.0,174,7796,87.39,2.0
1,0.0,63,1895,32.61,1.0
3,2.0,228,1380,19.86,2.0
7,1.0,63,5950,45.37,3.0
6,0.0,48,927,14.14,3.0
1,0.0,58,616,27.86,3.0
2,0.0,39,1307,10.59,2.0
2,0.0,35,165,8.41,1.0
3,0.0,46,1690,5.2,3.0
4,1.0,73,3474,56.61,2.0
6,1.0,79,2653,23.54,2.0
6,1.0,69,3290,41.29,3.0
3,0.0,17,851,8.91,2.0
6,2.0,166,4671,33.03,2.0
6,0.0,29,2229,22.37,3.0
4,0.0,68,2007,16.96,2.0
6,0.0,75,1860,38.37,1.0
6,0.0,75,2257,28.69,1.0
0,2.0,162,17740,131.64,5.0
4,0.0,43,1653,36.63,1.0
5,0.0,13,2717,41.97,3.0
6,2.0,265,4319,58.44,1.0
1,1.0,103,2502,11.59,1.0
0,1.0,68,6137,60.42,2.0
6,1.0,149,3856,36.66,3.0
4,1.0,96,3978,30.78,2.0
5,2.0,218,8087,47.45,2.0
2,0.0,32,1038,15.29,1.0
4,1.0,67,3122,34.59,3.0
6,1.0,138,4119,25.79,3.0
2,2.0,239,5937,28.2,1.0
3,0.0,75,875,5.24,1.0
0,1.0,60,3568,45.25,2.0
3,2.0,190,4869,12.47,2.0
5,1.0,176,3204,71.75,3.0
0,0.0,34,1649,42.27,3.0
5,1.0,79,2661,60.04,2.0
0,1.0,160,3441,46.44,4.0
7,1.0,63,3144,49.56,5.0
3,1.0,93,2016,14.31,1.0
7,1.0,154,6449,61.3,3.0
7,1.0,149,5021,32.07,3.0
6,2.0,162,5131,45.2,2.0
6,1.0,136,4158,48.4,2.0
5,0.0,38,1631,14.45,2.0
0,1.0,68,7851,63.2,3.0
3,2.0,205,1409,10.51,1.0
4,0.0,42,2734,46.64,3.0
1,1.0,143,3122,36.29,2.0
2,0.0,74,1265,19.74,2.0
2,2.0,175,4221,37.94,2.0
3,2.0,114,3047,25.29,1.0
1,2.0,150,5105,53.77,2.0
2,0.0,14,973,5.76,1.0
6,2.0,178,6358,27.04,3.0
6,0.0,23,1645,32.93,2.0
5,1.0,140,1910,21.78,2.0
6,0.0,77,965,34.11,2.0
3,0.0,68,545,4.33,3.0
5,2.0,195,6340,95.42,1.0
6,2.0,282,9239,43.97,3.0
1,0.0,46,1976,28.25,2.0
4,1.0,79,6047,41.51,2.0
3,1.0,76,1036,14.68,2.0
7,1.0,117,5385,41.66,3.0
6,1.0,58,3301,22.38,1.0
3,1.0,104,2446,17.67,3.0
1,2.0,273,6584,52.27,2.0
2,0.0,62,1622,7.63,1.0
3,0.0,63,742,7.17,1.0
2,1.0,95,938,23.97,2.0
6,0.0,23,1395,17.07,3.0
4,2.0,116,5387,104.41,1.0
1,0.0,60,887,28.5,1.0
1,0.0,38,298,23.58,3.0
7,2.0,286,12233,124.75,5.0
3,1.0,52,2209,8.58,2.0
0,1.0,113,3884,41.88,4.0
7,0.0,78,1923,26.46,3.0
5,1.0,179,4817,58.29,3.0
5,1.0,102,2811,53.46,3.0
1,0.0,13,1615,33.1,3.0
6,2.0,107,3913,79.24,1.0
4,1.0,116,4743,41.7,2.0
0,1.0,75,3257,93.87,5.0
1,1.0,68,1514,46.33,3.0
2,0.0,61,547,9.68,2.0
4,0.0,31,998,39.19,2.0
3,0.0,32,1110,8.65,3.0
1,1.0,165,1755,13.05,3.0
2,2.0,256,7378,28.98,2.0
3,2.0,282,4881,11.6,3.0
2,1.0,63,1106,17.51,3.0
6,1.0,165,1292,45.51,2.0
1,0.0,16,567,24.83,2.0
2,0.0,27,621,15.22,2.0
0,2.0,259,11446,128.17,4.0
4,0.0,71,864,36.45,3.0
6,1.0,172,3903,42.76,2.0
3,0.0,68,1026,10.11,1.0
2,1.0,118,2869,27.14,2.0
1,1.0,145,3522,49.48,1.0
0,2.0,282,7272,100.25,2.0
5,1.0,146,2078,44.32,3.0
2,2.0,189,2754,12.6,1.0
0,1.0,103,7723,81.24,4.0
7,0.0,7,2673,47.65,2.0
7,2.0,213,5039,102.65,4.0
1,1.0,74,2525,33.37,2.0
2,2.0,180,3465,12.46,2.0
4,0.0,21,2706,33.54,3.0
2,0.0,35,873,8.17,2.0
7,2.0,120,5242,129.1,4.0
2,2.0,278,7329,18.7,2.0
4,0.0,67,3045,18.87,3.0
3,0.0,14,305,11.38,2.0
7,0.0,12,2039,31.49,5.0
7,0.0,67,2622,25.23,3.0
5,2.0,206,9039,61.75,3.0
4,0.0,31,2524,26.03,1.0
7,1.0,102,4942,34.7,3.0
6,2.0,277,10247,67.73,1.0
6,1.0,80,1945,52.86,2.0
2,0.0,21,371,20.29,2.0
6,0.0,47,851,11.45,2.0
6,2.0,263,8759,37.83,1.0
4,0.0,58,2452,19.03,3.0
1,1.0,78,1577,30.73,3.0
3,1.0,121,1380,12.88,1.0
6,1.0,178,2868,25.92,2.0
7,1.0,168,3927,44.9,4.0
5,0.0,59,454,37.05,1.0
6,1.0,65,3201,54.1,1.0
1,0.0,12,789,20.19,3.0
1,0.0,37,647,18.13,2.0
1,1.0,59,1962,31.9,1.0
6,0.0,57,1925,29.42,2.0
6,2.0,148,2820,35.53,3.0
2,0.0,63,1388,7.47,2.0
6,2.0,117,6607,79.45,1.0
4,1.0,63,4514,69.38,3.0
5,2.0,155,9990,37.08,1.0
0,1.0,129,4888,87.34,3.0
3,2.0,168,5619,27.46,1.0
3,2.0,195,3052,22.89,2.0
4,0.0,60,703,39.5,3.0
2,0.0,27,944,12.27,1.0
1,1.0,179,3463,19.16,2.0
3,1.0,177,2298,17.26,1.0
5,1.0,97,5019,56.45,1.0
5,1.0,122,1943,60.62,3.0
5,2.0,152,8292,81.77,2.0
2,1.0,169,3171,15.17,3.0
5,2.0,120,8886,96.76,3.0
3,1.0,66,2043,14.2,3.0
5,1.0,59,5787,58.48,2.0
3,2.0,118,3429,26.0,1.0
7,1.0,159,6903,44.11,3.0
1,1.0,72,1549,49.77,1.0
6,0.0,41,2106,33.53,3.0
7,2.0,292,15129,93.15,4.0
7,2.0,177,8881,120.79,5.0
7,2.0,103,11528,46.54,5.0
6,2.0,273,3793,76.82,2.0
0,0.0,30,2092,30.85,3.0
3,1.0,76,869,19.09,3.0
3,0.0,21,773,11.33,3.0
7,2.0,214,6098,45.97,3.0
5,1.0,117,2211,63.51,2.0
7,0.0,27,2278,22.86,3.0
3,0.0,39,384,11.34,1.0
7,0.0,7,1929,23.72,3.0
0,1.0,100,5973,64.08,3.0
4,2.0,182,5646,97.73,2.0
7,2.0,239,16932,50.6,2.0
5,0.0,76,527,41.19,2.0
4,1.0,174,1820,31.41,3.0
5,1.0,98,4421,72.96,3.0
4,0.0,73,2397,37.57,1.0
0,0.0,43,3200,52.47,2.0
3,2.0,190,1161,15.58,3.0
2,0.0,36,989,14.38,3.0
6,1.0,89,3503,16.66,1.0
5,1.0,132,1616,26.76,3.0
7,0.0,15,2890,30.95,3.0
4,0.0,60,1336,22.19,1.0
6,0.0,26,316,19.6,3.0
6,2.0,247,2317,75.8,3.0
5,2.0,191,4407,95.13,1.0
0,2.0,129,13375,145.53,3.0
6,1.0,152,2686,29.18,3.0
3,0.0,6,1085,13.59,1.0
2,0.0,43,660,7.88,3.0
1,0.0,51,1551,33.44,3.0
2,1.0,123,1937,27.29,1.0
0,1.0,76,3074,46.78,3.0
2,2.0,111,3288,24.97,3.0
7,2.0,196,11362,82.1,3.0
5,2.0,126,9617,63.53,2.0
3,2.0,198,1094,15.36,3.0
6,0.0,29,1119,11.04,2.0
6,1.0,143,5047,20.88,2.0
5,0.0,29,1331,50.02,2.0
1,2.0,196,6378,59.22,1.0
6,2.0,258,7572,33.44,2.0
6,1.0,176,3041,28.98,3.0
6,0.0,28,1582,22.61,2.0
5,0.0,23,1609,16.17,3.0
6,1.0,149,4939,34.6,1.0
5,2.0,220,10283,66.37,1.0
4,2.0,117,5337,37.9,1.0
6,0.0,75,2166,18.05,2.0
0,2.0,198,14356,75.5,3.0
0,1.0,165,4967,44.16,4.0
7,0.0,16,2300,50.34,2.0
